Ингредиент,Описание,Категория,Вода,Белки,Углеводы,Жиры всего,Калории,Кальций,Медь,Железо,Магний,Фосфор,Калий,Натрий,Цинк,Марганец,Витамин A (МЕ),Витамин A (RAE),Витамин B12,Витамин B6,Витамин C,Витамин E,Витамин K,Селен,Тиамин (B1),Холестерин,Клетчатка,Сахара всего,Мононенасыщенные жиры,Полиненасыщенные жиры,Насыщенные жиры,Альфа-каротин,Зола,Бета-каротин,Бета-криптоксантин,Холин,Лютеин и зеаксантин,Ликопин,Ниацин (B3),Пантотеновая кислота (B5),Ретинол (витамин A),Рибофлавин (B2)
TURKEY STKS,"TURKEY STKS,BREADED,BATTERED,FRIED",Мясо.,49.4,14.2,17.0,16.9,279,14,0.073,2.2,15,234,260,838,1.46,0.083,40,12,0.23,0.2,0.0,0.0,0.0,20.7,0.1,64,0.0,0.0,6.92,4.39,4.38,0,2.5,0,0,0,0,0,2.1,0.533,12,0.18
TURKEY ROLL,"TURKEY ROLL,LIGHT MEAT",Мясо,74.87,14.79,5.03,1.66,98,7,0.346,0.37,19,257,427,1042,0.89,0.012,0,0,0.37,0.41,0.0,0.13,0.0,13.0,0.023,34,0.0,0.0,0.421,0.255,0.318,0,3.66,0,0,42,0,0,7.15,0.335,0,0.145
TURKEY ROLL,"TURKEY ROLL,LT&DK MEAT",Мясо,70.15,18.14,2.13,6.99,149,32,0.07,1.35,18,168,270,586,2.0,0.013,0,0,0.23,0.27,0.0,0.34,0.0,29.2,0.091,55,0.0,0.0,2.3,1.78,2.04,0,2.6,0,0,41,0,0,4.8,0.57,0,0.284
SPINACH,"SPINACH,RAW",Зелень,91.4,2.86,3.63,0.39,23,99,0.13,2.71,79,49,558,79,0.53,0.897,9377,469,0.0,0.195,28.1,2.03,482.9,1.0,0.078,0,2.200000048,0.419999987,0.01,0.165,0.063,0,1.72,5626,0,18,12198,0,0.724,0.065,0,0.189
SPINACH,"SPINACH,CKD,BLD,DRND,WO/ SALT",Зелень,91.21,2.97,3.75,0.26,23,136,0.174,3.57,87,56,466,70,0.76,0.935,10481,524,0.0,0.242,9.8,2.08,493.6,1.5,0.095,0,2.400000095,0.430000007,0.006,0.109,0.043,0,1.81,6288,0,20,11308,0,0.49,0.145,0,0.236
SPINACH,"SPINACH,CND,REG PK,SOL&LIQUIDS",Зелень,93.22,2.11,2.92,0.37,19,83,0.116,1.58,56,32,230,319,0.42,0.493,6432,322,0.0,0.08,13.5,0.0,0.0,1.2,0.018,0,1.600000024,0.0,0.01,0.155,0.06,0,1.38,0,0,0,0,0,0.271,0.038,0,0.106
SPINACH,"SPINACH,CND,DRND SOL",Зелень,91.78,2.81,3.4,0.5,23,127,0.18,2.3,76,44,346,27,0.46,0.597,9801,490,0.0,0.1,14.3,1.94,461.6,1.4,0.016,0,2.400000095,0.400000006,0.013,0.211,0.081,0,1.51,5881,0,18,10575,0,0.388,0.047,0,0.138
SPINACH,"SPINACH,FRZ,CHOPD OR LEAF,UNPREP",Зелень,90.17,3.63,4.21,0.57,29,129,0.144,1.89,75,49,346,74,0.56,0.704,11726,586,0.0,0.172,5.5,2.9,372.0,6.0,0.094,0,2.900000095,0.649999976,0.0,0.082,0.041,0,1.43,7035,0,22,12651,0,0.507,0.094,0,0.224
SPINACH,"SPINACH,FRZ,CHOPD OR LEAF,CKD,BLD,DRND,WO/SALT",Зелень,88.94,4.01,4.8,0.87,34,153,0.161,1.96,82,50,302,97,0.49,0.717,12061,603,0.0,0.136,2.2,3.54,540.7,5.5,0.078,0,3.700000048,0.50999999,0.0,0.371,0.157,0,1.39,7237,0,25,15690,0,0.439,0.075,0,0.176
SPINACH,"SPINACH,CKD,BLD,DRND,W/SALT",Зелень,91.21,2.97,3.75,0.26,23,136,0.174,3.57,87,56,466,306,0.76,0.935,10481,524,0.0,0.242,9.8,2.08,493.6,1.5,0.095,0,2.400000095,0.430000007,0.006,0.109,0.043,0,1.81,6288,0,20,11308,0,0.49,0.145,0,0.236
SPINACH,"SPINACH,CND,NO SALT,SOL&LIQUIDS",Зелень,93.22,2.11,2.92,0.37,19,83,0.116,1.58,56,32,230,75,0.42,0.493,6432,322,0.0,0.08,13.5,0.0,0.0,1.2,0.018,0,2.200000048,0.0,0.01,0.155,0.06,0,1.38,0,0,0,0,0,0.271,0.038,0,0.106
SPINACH,"SPINACH,FRZ,CHOPD OR LEAF,CKD,BLD,DRND,W/SALT",Зелень,88.94,4.01,4.8,0.87,34,153,0.161,1.96,82,50,302,322,0.49,0.717,12061,603,0.0,0.136,2.2,3.54,540.7,5.5,0.078,0,3.700000048,0.50999999,0.0,0.0,0.0,0,1.39,7237,0,25,15690,0,0.439,0.075,0,0.176
PUMPKIN LEAVES,"PUMPKIN LEAVES,RAW",Зелень,92.88,3.15,2.33,0.4,19,39,0.133,2.22,38,104,436,11,0.2,0.355,1942,97,0.0,0.207,11.0,0.0,0.0,0.9,0.094,0,0.0,0.0,0.052,0.022,0.207,0,1.24,0,0,0,0,0,0.92,0.042,0,0.128
PUMPKIN LEAVES,"PUMPKIN LEAVES,CKD,BLD,DRND,WO/SALT",Зелень,92.51,2.72,3.39,0.22,21,43,0.133,3.2,38,79,438,8,0.2,0.355,1600,80,0.0,0.196,1.0,0.96,108.0,0.9,0.068,0,2.700000048,0.689999998,0.029,0.012,0.114,0,1.16,960,0,21,1747,0,0.85,0.042,0,0.136
PUMPKIN LEAVES,"PUMPKIN LEAVES,CKD,BLD,DRND,W/ SALT",Зелень,92.51,2.72,3.39,0.22,21,43,0.133,3.2,38,79,438,244,0.2,0.355,1600,80,0.0,0.196,1.0,0.96,108.0,0.9,0.068,0,2.700000048,0.689999998,0.029,0.012,0.114,0,1.16,960,0,0,1747,0,0.85,0.042,0,0.136
TURKEY RST,"TURKEY RST,BNLESS,FRZ,SEASONED,LT&DK MEAT,RAW",Мясо.,70.4,17.6,6.4,2.2,120,1,0.088,2.1,20,158,360,678,1.91,0.017,0,0,0.35,0.38,0.0,0.0,0.0,26.5,0.04,53,0.0,0.0,0.47,0.64,0.73,0,3.4,0,0,0,0,0,4.4,0.733,0,0.12
RICE FLOUR,"RICE FLOUR,WHITE",Крупы,11.89,5.95,80.13,1.42,366,10,0.13,0.35,35,98,76,0,0.8,1.2,0,0,0.0,0.436,0.0,0.11,0.0,15.1,0.138,0,2.400000095,0.119999997,0.442,0.379,0.386,0,0.61,0,0,6,0,0,2.59,0.819,0,0.021
RICE FLOUR,"RICE FLOUR,BROWN",Крупы,11.97,7.23,76.48,2.78,363,11,0.23,1.98,112,337,289,8,2.45,4.013,0,0,0.0,0.736,0.0,1.2,0.0,0.0,0.443,0,4.599999905,0.850000024,1.008,0.996,0.557,0,1.54,0,0,0,0,0,6.34,1.591,0,0.08
RICE BOWL W/ CHICK,"RICE BOWL W/ CHICK,FRZ ENTREE,PREP",Крупы.,69.09,5.65,22.46,1.56,126,13,0.03,0.35,14,94,123,333,0.38,0.207,609,32,0.32,0.16,3.0,0.23,3.8,7.1,0.073,16,0.699999988,4.070000172,0.503,0.415,0.327,107,1.25,287,43,13,97,53,2.27,0.355,2,0.055
BEEF JERKY,"BEEF JERKY,CHOPD&FORMED",Мясо.,23.36,33.2,11.0,25.6,410,20,0.227,5.42,51,407,597,2213,8.11,0.111,0,0,0.99,0.179,0.0,0.49,2.3,10.7,0.154,48,1.799999952,9.0,11.305,1.011,10.85,0,6.8,0,0,109,0,0,1.732,0.163,0,0.142
COWPEAS (BLACKEYES),"COWPEAS (BLACKEYES),IMMAT SEEDS,RAW",Крупы.,77.2,2.95,18.83,0.35,90,126,0.13,1.1,51,53,431,4,1.01,0.56,817,41,0.0,0.067,2.5,0.0,0.0,2.3,0.11,0,5.0,3.0,0.032,0.15,0.09,0,0.67,0,0,0,0,0,1.45,0.151,0,0.145
COWPEAS (BLACKEYES),"COWPEAS (BLACKEYES),IMMAT SEEDS,CKD,BLD,DRND,WO/SALT",Крупы.,75.48,3.17,20.32,0.38,97,128,0.133,1.12,52,51,418,4,1.03,0.572,791,40,0.0,0.065,2.2,0.22,26.6,2.5,0.101,0,5.0,3.230000019,0.034,0.161,0.096,0,0.65,475,0,33,0,0,1.403,0.154,0,0.148
COWPEAS (BLACKEYES),"COWPEAS (BLACKEYES),IMMAT SEEDS,FRZ,UNPREP",Крупы.,64.15,8.98,25.13,0.7,139,26,0.205,2.35,55,122,441,6,1.58,0.881,84,4,0.0,0.106,4.0,0.0,0.0,3.6,0.245,0,5.0,0.0,0.063,0.297,0.185,0,1.05,0,0,0,0,0,0.811,0.237,0,0.071
COWPEAS (BLACKEYES),"COWPEAS (BLACKEYES),IMMTRE SEEDS,FRZ,CKD,BLD,DRND,WO/SALT",Крупы.,66.1,8.49,23.76,0.66,132,23,0.184,2.12,50,122,375,5,1.42,0.791,75,4,0.0,0.095,2.6,0.3,36.8,3.4,0.26,0,6.400000095,4.460000038,0.06,0.28,0.175,0,0.99,45,0,46,0,0,0.728,0.213,0,0.064
COWPEAS (BLACKEYES),"COWPEAS (BLACKEYES),IMMAT SEEDS,CKD,BLD,DRND,W/SALT",Крупы.,75.48,3.17,19.73,0.38,94,128,0.133,1.12,52,51,418,240,1.03,0.572,791,40,0.0,0.065,2.2,0.22,0.0,2.5,0.101,0,5.0,3.230000019,0.034,0.161,0.096,0,1.24,475,0,33,0,0,1.403,0.154,0,0.148
COWPEAS (BLACKEYES),"COWPEAS (BLACKEYES),IMMAT SEEDS,FRZ,CKD,BLD,DRND,W/SALT",Крупы.,66.1,8.49,23.5,0.66,131,23,0.184,2.12,50,122,375,241,1.42,0.791,75,4,0.0,0.095,2.6,0.3,36.8,3.4,0.26,0,6.400000095,4.460000038,0.06,0.28,0.175,0,1.25,45,0,46,0,0,0.728,0.213,0,0.064
ANIMAL FAT,"ANIMAL FAT,BACON GREASE",Масло/жир,0.0,0.0,0.0,99.5,896,0,0.0,0.0,0,0,0,150,0.11,0.0,0,0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,95,0.0,0.0,44.874,11.144,39.004,0,0.5,0,0,42,0,0,0.0,0.0,0,0.0
WHEAT FLOURS,"WHEAT FLOURS,BREAD,UNENR",Крупы,13.36,11.98,72.53,1.66,361,15,0.182,0.9,25,97,100,2,0.85,0.792,2,0,0.0,0.037,0.0,0.4,0.3,39.7,0.08,0,2.400000095,0.310000002,0.14,0.727,0.244,0,0.47,1,0,10,79,0,1.0,0.438,0,0.06
POTATOES,"POTATOES,RUSSET,FLESH & SKN,RAW",Овощи.,78.58,2.14,18.07,0.08,79,13,0.103,0.86,23,55,417,5,0.29,0.157,1,0,0.0,0.345,5.7,0.01,1.8,0.4,0.082,0,1.299999952,0.620000005,0.002,0.035,0.02,0,1.13,0,0,13,5,0,1.035,0.301,0,0.033
POTATOES,"POTATOES,WHITE,FLESH & SKN,RAW",Овощи.,81.58,1.68,15.71,0.1,69,9,0.116,0.52,21,62,407,6,0.29,0.145,8,0,0.0,0.203,19.7,0.01,1.6,0.3,0.071,0,2.400000095,1.149999976,0.002,0.041,0.025,0,0.94,5,0,11,13,0,1.066,0.281,0,0.034
POTATOES,"POTATOES,RED,FLESH & SKN,RAW",Овощи.,80.96,1.89,15.9,0.14,70,10,0.134,0.73,22,61,455,6,0.33,0.141,7,0,0.0,0.17,8.6,0.01,2.9,0.5,0.081,0,1.700000048,1.0,0.003,0.057,0.034,0,1.1,4,0,16,21,0,1.149,0.279,0,0.031
POTATOES,"POTATOES,RUSSET,FLESH & SKN,BKD",Овощи.,74.45,2.63,21.44,0.13,97,18,0.107,1.07,30,71,550,14,0.35,0.228,10,1,0.0,0.354,12.9,0.04,2.0,0.5,0.067,0,2.299999952,1.080000043,0.002,0.042,0.025,0,1.35,6,0,15,20,0,1.348,0.38,0,0.048
POTATOES,"POTATOES,WHITE,FLESH & SKN,BKD",Овощи.,75.43,2.1,21.08,0.15,94,10,0.127,0.64,27,75,544,7,0.35,0.189,10,1,0.0,0.211,12.6,0.04,2.7,0.5,0.048,0,2.099999905,1.389999986,0.002,0.036,0.021,0,1.24,6,0,14,30,0,1.528,0.383,0,0.043
POTATOES,"POTATOES,RED,FLESH & SKN,BKD",Овощи.,76.67,2.3,19.59,0.15,89,9,0.174,0.7,28,72,545,12,0.4,0.173,10,1,0.0,0.212,12.6,0.04,2.8,0.8,0.072,0,1.799999952,1.429999948,0.002,0.042,0.025,0,1.29,6,0,19,31,0,1.595,0.341,0,0.05
POTATOES,"POTATOES,FR FR,CRNKL OR REG,SALT ADDED IN PROC,FRZ,AS PURCH",Овощи.,61.08,2.12,29.92,5.05,174,9,0.077,0.6,21,81,416,358,0.34,0.157,5,0,0.0,0.196,16.1,0.1,2.1,0.0,0.106,0,2.700000048,0.209999993,3.102,0.287,0.975,0,1.83,3,0,0,15,0,2.14,0.448,0,0.037
POTATOES,"POTATOES,FR FR,CRNKL/REG CUT,SALT ADDED IN PROC,FRZ,OVEN-HTD",Овощи.,63.07,2.51,27.5,5.13,166,13,0.145,0.75,28,97,471,391,0.4,0.219,4,0,0.0,0.172,11.8,0.1,2.3,0.1,0.122,0,2.299999952,0.289999992,3.446,0.319,1.082,0,1.79,3,0,0,15,0,2.135,0.491,0,0.031
POTATOES,"POTATOES,RAW,SKIN",Овощи.,83.29,2.57,12.44,0.1,58,30,0.423,3.24,23,38,413,10,0.35,0.602,0,0,0.0,0.239,11.4,0.0,0.0,0.3,0.021,0,2.5,0.0,0.002,0.043,0.026,0,1.61,0,0,0,0,0,1.033,0.302,0,0.038
POTATOES,"POTATOES,BKD,FLESH,WO/SALT",Овощи.,75.42,1.96,21.55,0.1,93,5,0.215,0.35,25,50,391,5,0.29,0.161,0,0,0.0,0.301,12.8,0.04,0.3,0.3,0.105,0,1.5,1.700000048,0.002,0.043,0.026,0,0.97,0,0,14,0,0,1.395,0.555,0,0.021
POTATOES,"POTATOES,BKD,SKN,WO/SALT",Овощи.,47.31,4.29,46.06,0.1,198,34,0.817,7.04,43,101,573,21,0.49,0.616,10,1,0.0,0.614,13.5,0.04,1.7,0.7,0.122,0,7.900000095,1.399999976,0.002,0.043,0.026,0,2.24,6,0,31,30,0,3.065,0.857,0,0.106
POTATOES,"POTATOES,BLD,CKD IN SKN,FLESH,WO/SALT",Овощи.,76.98,1.87,20.13,0.1,87,5,0.188,0.31,22,44,379,4,0.3,0.138,3,0,0.0,0.299,13.0,0.01,2.1,0.3,0.106,0,1.799999952,0.870000005,0.002,0.043,0.026,0,0.92,2,0,14,9,0,1.439,0.52,0,0.02
POTATOES,"POTATOES,BLD,CKD IN SKN,SKN,WO/SALT",Овощи.,77.8,2.86,17.21,0.1,78,45,0.878,6.07,30,54,407,14,0.44,1.338,0,0,0.0,0.239,5.2,0.0,0.0,0.3,0.032,0,3.299999952,0.0,0.002,0.043,0.026,0,2.04,0,0,0,0,0,1.222,0.361,0,0.036
POTATOES,"POTATOES,BLD,CKD WO/ SKN,FLESH,WO/ SALT",Овощи.,77.46,1.71,20.01,0.1,86,8,0.167,0.31,20,40,328,5,0.27,0.14,3,0,0.0,0.269,7.4,0.01,2.1,0.3,0.098,0,1.799999952,0.850000024,0.002,0.043,0.026,0,0.72,2,0,13,9,0,1.312,0.509,0,0.019
POTATOES,"POTATOES,MICROWAVED,CKD IN SKN,FLESH,WO/SALT",Овощи.,73.55,2.1,23.28,0.1,100,5,0.237,0.41,25,109,411,7,0.33,0.17,0,0,0.0,0.319,15.1,0.0,0.0,0.4,0.129,0,1.600000024,0.0,0.002,0.043,0.026,0,0.97,0,0,0,0,0,1.625,0.597,0,0.025
POTATOES,"POTATOES,MICROWAVED,CKD IN SKN,SKN,WO/SALT",Овощи.,63.5,4.39,29.63,0.1,132,46,0.882,5.94,37,82,650,16,0.51,0.98,0,0,0.0,0.492,15.3,0.0,0.0,0.5,0.071,0,5.5,0.0,0.002,0.043,0.026,0,2.38,0,0,0,0,0,2.22,0.594,0,0.075
POTATOES,"POTATOES,HASHED BROWN,HOME-PREPARED",Овощи.,47.25,3.0,35.11,12.52,265,14,0.293,0.55,35,70,576,342,0.47,0.247,5,0,0.0,0.472,13.0,0.01,3.7,0.5,0.172,0,3.200000048,1.49000001,5.311,4.717,1.885,0,2.12,3,0,23,16,0,2.302,0.893,0,0.033
POTATOES,"POTATOES,MSHD,HOME-PREPARED,WHL MILK & MARGARINE ADDED",Овощи.,75.28,1.97,16.9,4.2,113,22,0.153,0.26,19,49,328,333,0.3,0.112,179,41,0.07,0.247,10.5,0.42,6.0,0.8,0.092,1,1.5,1.440000057,1.879,1.164,0.972,0,1.65,30,0,14,7,0,1.176,0.474,39,0.044
POTATOES,"POTATOES,SCALLPD,HOME-PREPARED W/BUTTER",Овощи.,80.94,2.87,10.78,3.68,88,57,0.163,0.57,19,63,378,335,0.4,0.166,135,0,0.0,0.178,10.6,0.0,0.0,1.6,0.069,12,1.899999976,0.0,1.039,0.166,2.255,0,1.73,0,0,0,0,0,1.053,0.514,0,0.092
POTATOES,"POTATOES,AU GRATIN,HOME-PREPARED FROM RECIPE USING BUTTER",Овощи.,74.0,5.06,11.27,7.59,132,119,0.16,0.64,20,113,396,433,0.69,0.161,264,64,0.0,0.174,9.9,0.0,0.0,2.7,0.064,23,1.799999952,0.0,2.149,0.276,4.733,0,2.09,0,0,0,0,0,0.993,0.387,61,0.116
POTATOES,"POTATOES,CND,SOL&LIQUIDS",Овощи.,87.83,1.2,9.89,0.11,44,39,0.07,0.72,14,22,205,217,0.39,0.071,0,0,0.0,0.137,7.6,0.0,0.0,0.7,0.034,0,1.399999976,0.0,0.002,0.048,0.029,0,0.98,0,0,0,0,0,0.889,0.174,0,0.02
POTATOES,"POTATOES,CND,DRND SOL",Овощи.,84.28,1.41,13.61,0.21,60,5,0.057,1.26,14,28,229,219,0.28,0.097,0,0,0.0,0.188,5.1,0.0,0.0,0.9,0.068,0,2.299999952,0.0,0.005,0.089,0.054,0,0.86,0,0,0,0,0,0.915,0.354,0,0.013
POTATOES,"POTATOES,MSHD,DEHYD,FLAKES WO/MILK,DRY FORM",Овощи.,6.58,8.34,81.17,0.41,354,27,0.161,1.21,66,156,1098,104,0.7,0.161,11,1,0.0,0.748,81.0,0.03,8.7,13.4,0.988,0,6.599999905,3.359999895,0.009,0.143,0.169,0,3.5,6,0,55,37,0,6.264,2.079,0,0.11
POTATOES,"POTATOES,MSHD,DEHYD,PREP FROM FLKS WO MLK,WHL MLK&BUTTR ADD",Овощи.,81.25,1.79,10.81,5.13,97,32,0.028,0.16,11,41,166,164,0.18,0.021,158,43,0.11,0.098,9.7,0.14,1.5,2.5,0.129,14,0.800000012,1.610000014,1.31,0.222,3.191,0,1.03,10,0,11,4,0,0.781,0.339,42,0.057
POTATOES,"POTATOES,MSHD,DEHYD,GRANULES WO/MILK,DRY FORM",Овощи.,3.63,8.22,85.51,0.54,372,41,0.102,1.09,98,245,703,67,0.91,1.121,11,1,0.0,0.861,37.0,0.27,9.0,27.1,0.453,0,7.099999905,3.630000114,0.011,0.238,0.138,0,2.1,7,0,0,38,0,4.765,0.345,0,0.253
POTATOES,"POTATOES,MSHD,DEHYD,PREP FR GRNLS WO/MILK,WHL MILK&BUTTER",Овощи.,77.49,2.05,14.36,4.96,108,35,0.022,0.19,19,60,144,257,0.25,0.003,183,43,0.0,0.009,6.0,0.0,0.0,1.3,0.079,14,2.200000048,0.0,1.405,0.227,3.056,0,1.14,30,0,0,0,0,0.764,0.128,40,0.077
POTATOES,"POTATOES,MSHD,DEHYD,GRANULES W/MILK,DRY FORM",Овощи.,6.3,10.9,77.7,1.1,357,142,0.578,3.5,74,237,1848,82,1.2,0.488,75,18,0.0,0.887,16.0,0.03,8.7,26.3,0.19,2,6.599999905,3.369999886,0.152,0.285,0.461,0,4.0,10,0,55,37,0,4.2,1.864,17,0.3
POTATOES,"POTATOES,MSHD,DEHYD,PREP FROM GRAN W/ MILK,H2O & MARG ADDED",Овощи.,76.01,2.19,16.08,4.79,116,34,0.024,0.2,20,64,157,171,0.25,0.199,202,47,0.1,0.16,6.5,0.51,6.2,5.6,0.09,2,1.299999952,1.769999981,1.955,1.345,1.21,0,0.94,33,0,0,7,0,0.864,0.143,44,0.086
POTATOES,"POTATOES,AU GRATIN,DRY MIX,UNPREP",Овощи.,4.97,8.9,74.31,3.7,314,311,0.24,1.63,64,404,990,2095,0.9,0.59,263,54,0.0,0.15,15.5,0.0,0.0,10.0,0.07,0,4.099999905,0.0,1.055,0.121,2.323,0,8.12,60,0,0,0,0,4.063,0.92,49,0.253
POTATOES,"POTATOES,AU GRATIN,DRY MIX,PREP W/H2O,WHL MILK&BUTTER",Овощи.,78.98,2.3,12.84,4.12,93,83,0.046,0.32,15,95,219,439,0.24,0.13,213,52,0.0,0.04,3.1,0.0,0.0,2.7,0.02,15,0.899999976,0.0,1.175,0.134,2.586,0,1.76,0,0,0,0,0,0.939,0.239,49,0.081
POTATOES,"POTATOES,SCALLPD,DRY MIX,UNPREP",Овощи.,6.22,7.77,73.93,4.59,358,62,0.26,2.01,59,197,905,1578,0.92,0.622,0,0,0.0,0.18,16.5,0.0,0.0,7.9,0.06,5,8.600000381,0.0,0.1,1.985,1.2,0,7.49,0,0,0,0,0,4.533,1.4,0,0.123
POTATOES,"POTATOES,SCALLPD,DRY MIX,PREP W/H2O,WHL MILK&BUTTER",Овощи.,79.17,2.12,12.77,4.3,93,36,0.049,0.38,14,56,203,341,0.25,0.181,148,35,0.0,0.042,3.3,0.0,0.0,1.6,0.019,11,1.100000024,0.0,1.213,0.194,2.633,0,1.64,0,0,0,0,0,1.029,0.327,33,0.056
POTATOES,"POTATOES,HASHED BROWN,FRZ,PLN,UNPREP",Овощи.,78.85,2.06,17.72,0.62,82,10,0.099,0.98,11,47,285,22,0.21,0.146,0,0,0.0,0.087,8.2,0.0,0.0,0.3,0.097,0,1.399999976,0.0,0.014,0.269,0.163,0,0.75,0,0,0,0,0,1.664,0.323,0,0.014
POTATOES,"POTATOES,HASHED BROWN,FRZ,PLN,PREP",Овощи.,56.1,3.16,28.1,11.5,218,15,0.152,1.51,17,72,436,34,0.32,0.223,0,0,0.0,0.126,6.3,0.19,3.9,0.3,0.111,0,2.0,1.570000052,5.137,1.325,4.493,0,1.14,0,0,24,0,0,2.421,0.446,0,0.02
POTATOES,"POTATOES,HASHED BROWN,FRZ,W/BUTTER SAU,UNPREP",Овощи.,72.51,1.87,18.28,6.66,135,25,0.077,0.75,11,29,248,77,0.25,0.185,84,19,0.0,0.212,5.7,0.0,0.0,0.3,0.053,0,2.900000095,0.0,2.386,1.374,2.556,0,0.69,0,0,0,0,0,1.133,0.309,18,0.025
POTATOES,"POTATOES,HASHED BROWN,FRZ,W/BUTTER SAU,PREP",Овощи.,63.71,2.46,24.13,8.79,178,33,0.102,0.99,15,38,327,101,0.33,0.244,111,26,0.0,0.266,3.8,0.0,0.0,0.3,0.052,23,3.799999952,0.0,3.149,1.814,3.373,0,0.92,0,0,0,0,0,1.421,0.367,24,0.031
POTATOES,"POTATOES,FRENCH FR,SHOESTRING,SALT ADDED IN PROC,FRZ,AS PRCH",Овощи.,63.7,2.41,26.78,5.53,167,10,0.11,0.61,21,90,409,322,0.36,0.155,4,0,0.0,0.17,17.5,0.12,2.6,0.5,0.09,0,2.200000048,0.200000003,3.754,0.307,1.157,0,1.58,3,0,0,14,0,1.97,0.498,0,0.034
POTATOES,"POTATOES,FRENCH FR,SHOESTRNG,SALT ADDED IN PROC,FRZ,OVEN-HTD",Овощи.,56.62,2.9,31.66,6.76,199,12,0.114,0.8,25,112,505,400,0.43,0.187,5,0,0.0,0.192,14.2,0.16,2.7,0.6,0.129,0,2.799999952,0.310000002,4.058,0.345,1.267,0,2.07,3,0,0,17,0,2.28,0.554,0,0.034
POTATOES,"POTATOES,O'BRIEN,FRZ,UNPREP",Овощи.,79.97,1.83,17.47,0.14,76,13,0.127,1.03,18,49,249,33,0.29,0.119,148,7,0.0,0.209,11.3,0.0,0.0,1.2,0.054,0,1.899999976,0.0,0.006,0.061,0.032,0,0.6,0,0,0,0,0,1.129,0.428,0,0.045
POTATOES,"POTATOES,O'BRIEN,FRZ,PREP",Овощи.,61.96,2.22,21.86,13.21,204,20,0.241,0.96,34,93,473,43,0.55,0.226,188,9,0.0,0.377,10.4,0.0,0.0,1.2,0.052,0,1.700000048,0.0,5.824,3.474,3.313,0,0.75,0,0,0,0,0,1.448,0.732,0,0.135
POTATOES,"POTATOES,FRZ,WHL,UNPREP",Овощи.,79.3,2.38,17.47,0.16,78,8,0.094,1.01,13,32,346,25,0.3,0.223,2,0,0.0,0.256,14.2,0.01,1.9,0.3,0.154,0,1.200000048,0.779999971,0.003,0.067,0.041,0,0.69,1,0,12,8,0,1.68,0.374,0,0.031
POTATOES,"POTATOES,FRZ,WHL,CKD,BLD,DRND,WO/SALT",Овощи.,82.8,1.98,14.52,0.13,65,7,0.078,0.84,11,26,287,20,0.25,0.185,0,0,0.0,0.202,9.4,0.0,0.0,0.2,0.102,0,1.399999976,0.0,0.003,0.056,0.034,0,0.57,0,0,0,0,0,1.326,0.28,0,0.025
POTATOES,"POTATOES,FRENCH FR,ALL TYPES,SALT ADDED IN PROC,FRZ,UNPREP",Овощи.,66.61,2.24,24.81,4.66,147,9,0.093,0.62,21,83,408,332,0.35,0.158,4,0,0.0,0.178,17.3,0.1,2.2,0.0,0.098,0,1.899999976,0.200000003,3.164,0.303,1.005,0,1.68,2,0,22,13,0,2.038,0.473,0,0.048
POTATOES,"POTATOES,FRENCH FR,ALL TYPES,SALT ADDED IN PROC,FRZ,OVEN HTD",Овощи.,62.48,2.66,27.74,5.22,134,12,0.135,0.74,26,97,451,388,0.38,0.21,5,0,0.0,0.184,13.3,0.11,2.5,0.2,0.128,0,2.799999952,0.280000001,3.237,0.321,1.029,0,1.9,3,0,24,16,0,2.218,0.522,0,0.031
POTATOES,"POTATOES,FRZ,FRENCH FR,PAR FR,COTTAGE-CUT,UNPREP",Овощи.,66.82,2.42,23.98,5.78,153,7,0.141,1.05,16,46,338,32,0.29,0.214,0,0,0.0,0.18,8.4,0.0,0.0,0.3,0.099,0,3.0,0.0,2.345,0.433,2.743,0,1.01,0,0,0,0,0,1.789,0.54,0,0.023
POTATOES,"POTATOES,FRZ,FRCH FR,PAR FR,CTTGE-CUT,PREP,HTD OVEN,WO/SALT",Овощи.,52.9,3.44,34.03,8.2,218,10,0.2,1.49,22,65,480,45,0.41,0.304,0,0,0.0,0.243,9.5,0.0,0.0,0.4,0.119,0,3.200000048,0.0,3.328,0.615,3.894,0,1.43,0,0,0,0,0,2.413,0.69,0,0.031
POTATOES,"POTATOES,FRZ,FRENCH FR,PAR FR,EXTRUDED,UNPREP",Овощи.,49.94,2.83,30.15,14.95,260,9,0.032,1.32,18,77,430,490,0.33,0.227,0,0,0.0,0.18,6.3,0.0,0.0,0.5,0.074,0,4.5,0.0,8.659,1.072,4.544,0,2.13,0,0,0,0,0,2.241,0.54,0,0.031
POTATOES,"POTATOES,FRZ,FRCH FR,PAR FR,EXTRUDED,PREP,HTD OVEN,WO/SALT",Овощи.,35.4,3.55,39.68,18.71,333,12,0.04,1.66,23,96,539,613,0.41,0.285,0,0,0.0,0.213,6.2,0.0,0.0,0.6,0.08,0,3.200000048,0.0,11.338,1.405,5.96,0,2.66,0,0,0,0,0,2.665,0.608,0,0.037
POTATOES,"POTATOES,FRENCH FR,STK FRIES,SALT ADDED IN PROC,FRZ,AS PRCH",Овощи.,69.29,2.19,23.51,3.39,133,9,0.092,0.65,21,78,400,317,0.36,0.161,4,0,0.0,0.168,18.4,0.08,1.8,0.4,0.098,0,1.899999976,0.200000003,2.025,0.218,0.688,0,1.61,2,0,0,12,0,2.005,0.473,0,0.072
