Ингредиент,Описание,Категория,Вода,Белки,Углеводы,Жиры всего,Калории,Кальций,Медь,Железо,Магний,Фосфор,Калий,Натрий,Цинк,Марганец,Витамин A (МЕ),Витамин A (RAE),Витамин B12,Витамин B6,Витамин C,Витамин E,Витамин K,Селен,Тиамин (B1),Холестерин,Клетчатка,Сахара всего,Мононенасыщенные жиры,Полиненасыщенные жиры,Насыщенные жиры,Альфа-каротин,Зола,Бета-каротин,Бета-криптоксантин,Холин,Лютеин и зеаксантин,Ликопин,Ниацин (B3),Пантотеновая кислота (B5),Ретинол (витамин A),Рибофлавин (B2)
PIGEONPEAS,"PIGEONPEAS,IMMAT SEEDS,CKD,BLD,DRND,WO/SALT",Крупы,71.8,5.96,19.49,1.36,111,41,0.105,1.57,40,118,456,5,0.82,0.451,50,2,0.0,0.053,28.1,0.32,19.8,1.2,0.35,0,6.199999809,2.480000019,0.017,1.149,0.112,0,1.39,30,0,38,141,0,2.153,0.63,0,0.166
PIGEONPEAS,"PIGEONPEAS,IMMAT SEEDS,CKD,BLD,DRND,W/SALT",Крупы,71.8,5.96,19.49,1.36,111,41,0.105,1.57,40,118,456,240,0.82,0.451,50,2,0.0,0.053,28.1,0.32,19.8,1.2,0.35,0,6.199999809,2.480000019,0.017,1.149,0.112,0,1.39,30,0,38,141,0,2.153,0.63,0,0.166
WATER,"WATER,BTLD,PERRIER",Категория: нет категория (водные продукты),99.9,0.0,0.0,0.0,0,14,0.0,0.0,0,0,0,1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.1,0,0,0,0,0,0.0,0.0,0,0.0
WATER,"WATER,BTLD,POLAND SPRING",Категория: нет категория (водные продукты),100.0,0.0,0.0,0.0,0,1,0.0,0.01,1,0,0,1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0,0.0
WATER,"WATER,TAP,DRINKING",Категория: нет категория (водные продукты),99.9,0.0,0.0,0.0,0,3,0.01,0.0,1,0,0,4,0.01,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.1,0,0,0,0,0,0.0,0.0,0,0.0
WATER,"WATER,TAP,WELL",Категория: нет категория (водные продукты),99.9,0.0,0.0,0.0,0,3,0.016,0.0,1,0,0,5,0.01,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.1,0,0,0,0,0,0.0,0.0,0,0.0
WATER,"WATER,TAP,MUNICIPAL",Категория: нет категория (водные продукты),99.9,0.0,0.0,0.0,0,3,0.009,0.0,1,0,1,3,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.1,0,0,0,0,0,0.0,0.0,0,0.0
WATER,"WATER,BTLD,NON-CARBONATED,DANNON",Категория: нет категория (водные продукты),99.98,0.0,0.0,0.0,0,3,0.0,0.0,1,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0,0.0
WATER,"WATER,BTLD,NON-CARBONATED,PEPSI,AQUAFINA",Категория: нет категория (водные продукты),99.97,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0,0.0
WATER,"WATER,BTLD,NON-CARBONATED,DASANI",Категория: нет категория (водные продукты),99.96,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0,0.0
WATER,"WATER,BTLD,NON-CARBONATED,CALISTOGA",Категория: нет категория (водные продукты),100.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.1,0,0,0,0,0,0.0,0.0,0,0.0
WATER,"WATER,BTLD,NON-CARBONATED,CRYSTAL GEYSER",Категория: нет категория (водные продукты),100.0,0.0,0.0,0.0,0,3,0.0,0.0,0,0,0,1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.1,0,0,0,0,0,0.0,0.0,0,0.0
WATER,"WATER,BTLD,NON-CARBONATED,NAYA",Категория: нет категория (водные продукты),100.0,0.0,0.0,0.0,0,4,0.0,0.0,2,0,0,1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.1,0,0,0,0,0,0.0,0.0,0,0.0
WATER,"WATER,BTLD,NON-CARBONATED,DANNON FLUORIDE TO GO",Категория: нет категория (водные продукты),99.97,0.0,0.03,0.0,0,3,0.0,0.01,1,0,0,1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0,0.0
WATER,"WATER,BTLD,GENERIC",Категория: нет категория (водные продукты),99.98,0.0,0.0,0.0,0,10,0.007,0.0,2,0,0,2,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.07,0,0,0,0,0,0.0,0.0,0,0.0
WATER,"WATER,BTLD,NON-CARBONATED,EVIAN",Категория: нет категория (водные продукты),99.97,0.0,0.0,0.0,0,8,0.0,0.0,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.05,0,0,0,0,0,0.0,0.0,0,0.0
WATER,"WATER,NON-CARBONATED,FRUIT FLAVORS,SWTND W/ LO CAL SWTNR",Категория: нет категория (водные продукты),99.85,0.0,0.15,0.0,1,1,0.0,0.0,0,0,4,3,0.0,0.003,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0,0.0
GINGER,"GINGER,GROUND",Зелень.,9.38,9.12,70.79,5.95,347,116,0.48,11.52,184,148,1343,32,4.72,26.5,147,7,0.0,0.84,7.0,18.02,0.8,38.5,0.046,0,12.5,3.390000105,1.0,1.31,1.94,0,4.77,88,0,41,0,0,5.155,0.0,0,0.185
GINGER ROOT,"GINGER ROOT,RAW",Овощи и фрукты,78.89,1.82,17.77,0.75,80,16,0.226,0.6,43,34,415,13,0.34,0.229,0,0,0.0,0.16,5.0,0.26,0.1,0.7,0.025,0,2.0,1.700000048,0.154,0.154,0.203,0,0.77,0,0,29,0,0,0.75,0.203,0,0.034
PEANUTS,"PEANUTS,ALL TYPES,RAW",Масло/жир,6.5,25.8,16.13,49.24,567,92,1.144,4.58,168,376,705,18,3.27,1.934,0,0,0.0,0.348,0.0,8.33,0.0,7.2,0.64,0,8.5,3.970000029,24.429,15.559,6.834,0,2.33,0,0,52,0,0,12.066,1.767,0,0.135
PEANUTS,"PEANUTS,ALL TYPES,CKD,BLD,W/SALT",Масло/жир,41.78,13.5,21.26,22.01,318,55,0.499,1.01,102,198,180,751,1.83,1.023,0,0,0.0,0.152,0.0,4.1,0.0,4.4,0.259,0,8.800000191,2.470000029,10.921,6.956,3.055,0,1.45,0,0,33,0,0,5.259,0.825,0,0.063
PEANUTS,"PEANUTS,ALL TYPES,OIL-ROASTED,W/SALT",Масло/жир,1.45,28.03,15.26,52.5,599,61,0.533,1.52,176,397,726,320,3.28,1.845,0,0,0.0,0.461,0.8,6.94,0.0,3.3,0.085,0,9.399999619,4.179999828,25.976,15.292,8.686,0,2.75,0,0,55,0,0,13.825,1.202,0,0.089
PEANUTS,"PEANUTS,ALL TYPES,DRY-ROASTED,W/SALT",Масло/жир,1.55,23.68,21.51,49.66,585,54,0.671,2.26,176,358,658,813,3.31,2.083,0,0,0.0,0.256,0.0,7.8,0.0,7.5,0.438,0,8.0,4.179999828,24.64,15.694,6.893,0,3.6,0,0,55,0,0,13.525,1.395,0,0.098
PEANUTS,"PEANUTS,SPANISH,RAW",Масло/жир,6.39,26.15,15.82,49.6,570,106,0.9,3.91,188,388,744,22,2.12,2.64,0,0,0.0,0.348,0.0,0.0,0.0,7.2,0.675,0,9.5,0.0,22.328,17.204,7.642,0,2.03,0,0,0,0,0,15.925,1.769,0,0.135
PEANUTS,"PEANUTS,SPANISH,OIL-ROASTED,W/SALT",Масло/жир,1.78,28.01,17.45,49.04,579,100,0.661,2.28,168,387,776,433,2.0,2.355,0,0,0.0,0.256,0.0,0.0,0.0,7.5,0.317,0,8.899999619,0.0,22.073,17.008,7.555,0,3.72,0,0,0,0,0,14.933,1.392,0,0.085
PEANUTS,"PEANUTS,VALENCIA,RAW",Масло/жир,4.26,25.09,20.91,47.58,570,62,1.171,2.09,184,336,332,1,3.34,1.98,0,0,0.0,0.34,0.0,0.0,0.0,7.3,0.639,0,8.699999809,0.0,21.414,16.5,7.329,0,2.17,0,0,0,0,0,12.875,1.809,0,0.3
PEANUTS,"PEANUTS,VALENCIA,OIL-ROASTED,W/SALT",Масло/жир,2.12,27.04,16.3,51.24,589,54,0.838,1.65,160,319,612,772,3.08,1.721,0,0,0.0,0.243,0.0,0.0,0.0,7.5,0.09,0,8.899999619,0.0,23.065,17.772,7.894,0,3.29,0,0,0,0,0,14.338,1.387,0,0.153
PEANUTS,"PEANUTS,VIRGINIA,RAW",Масло/жир,6.91,25.19,16.54,48.75,563,89,1.112,2.55,171,380,690,10,4.43,1.696,0,0,0.0,0.346,0.0,6.56,0.0,7.1,0.653,0,8.5,3.950000048,25.289,14.708,6.361,0,2.61,0,0,0,0,0,12.375,1.759,0,0.131
PEANUTS,"PEANUTS,VIRGINIA,OIL-ROASTED,W/SALT",Масло/жир,2.17,25.87,19.86,48.62,578,86,1.273,1.67,188,506,652,433,6.62,2.008,0,0,0.0,0.254,0.0,0.0,0.0,7.5,0.276,0,8.899999619,0.0,25.222,14.669,6.345,0,3.48,0,0,0,0,0,14.7,1.386,0,0.112
PEANUTS,"PEANUTS,ALL TYPES,OIL-ROASTED,WO/SALT",Масло/жир,1.95,26.35,18.92,49.3,581,88,1.3,1.83,185,517,682,6,6.63,2.062,0,0,0.0,0.255,0.0,6.91,0.0,7.5,0.253,0,6.900000095,4.159999847,24.462,15.58,6.843,0,3.48,0,0,55,0,0,14.277,1.39,0,0.108
PEANUTS,"PEANUTS,ALL TYPES,DRY-ROASTED,WO/SALT",Масло/жир,1.55,23.68,21.51,49.66,585,54,0.671,2.26,176,358,658,6,3.31,2.083,0,0,0.0,0.256,0.0,6.93,0.0,7.5,0.438,0,8.0,4.179999828,24.64,15.694,6.893,0,3.6,0,0,55,0,0,13.525,1.395,0,0.098
PEANUTS,"PEANUTS,SPANISH,OIL-ROASTED,WO/SALT",Масло/жир,1.78,28.01,17.45,49.04,579,100,0.661,2.28,168,387,776,6,2.0,2.355,0,0,0.0,0.256,0.0,0.0,0.0,7.5,0.317,0,8.899999619,0.0,22.073,17.008,7.555,0,3.72,0,0,0,0,0,14.933,1.392,0,0.085
PEANUTS,"PEANUTS,VALENCIA,OIL-ROASTED,WO/SALT",Масло/жир,2.12,27.04,16.3,51.24,589,54,0.838,1.65,160,319,612,6,3.08,1.721,0,0,0.0,0.243,0.0,0.0,0.0,7.5,0.09,0,8.899999619,0.0,23.065,17.772,7.894,0,3.29,0,0,0,0,0,14.338,1.387,0,0.153
PEANUTS,"PEANUTS,VIRGINIA,OIL-ROASTED,WO/SALT",Масло/жир,2.17,25.87,19.86,48.62,578,86,1.273,1.67,188,506,652,6,6.62,2.008,0,0,0.0,0.254,0.0,0.0,0.0,7.5,0.276,0,8.899999619,0.0,25.222,14.669,6.345,0,3.48,0,0,0,0,0,14.7,1.386,0,0.112
WATERMELON SD KRNLS,"WATERMELON SD KRNLS,DRIED",Фрукты,5.05,28.33,15.31,47.37,557,54,0.686,7.28,515,755,648,99,10.24,1.614,0,0,0.0,0.089,0.0,0.0,0.0,0.0,0.19,0,0.0,0.0,7.407,28.094,9.779,0,3.94,0,0,0,0,0,3.55,0.346,0,0.145
PUMPKIN,"PUMPKIN,RAW",Овощи и фрукты,91.6,1.0,6.5,0.1,26,21,0.127,0.8,12,44,340,1,0.32,0.125,7384,369,0.0,0.061,9.0,1.06,1.1,0.3,0.05,0,0.5,1.360000014,0.013,0.005,0.052,515,0.8,3100,2145,8,1500,0,0.6,0.298,0,0.11
PUMPKIN,"PUMPKIN,CKD,BLD,DRND,WO/SALT",Овощи и фрукты,93.69,0.72,4.9,0.07,20,15,0.091,0.57,9,30,230,1,0.23,0.089,4992,250,0.0,0.044,4.7,0.8,0.8,0.2,0.031,0,1.100000024,1.019999981,0.009,0.004,0.037,348,0.62,2096,1450,6,1014,0,0.413,0.201,0,0.078
PUMPKIN,"PUMPKIN,CND,WO/SALT",Овощи и фрукты,89.97,1.1,8.09,0.28,34,26,0.107,1.39,23,35,206,5,0.17,0.149,15563,778,0.0,0.056,4.2,1.06,16.0,0.4,0.024,0,2.900000095,3.299999952,0.037,0.015,0.146,4795,0.56,6940,0,10,0,0,0.367,0.4,0,0.054
PUMPKIN,"PUMPKIN,CKD,BLD,DRND,W/SALT",Овощи и фрукты,93.69,0.72,4.9,0.07,20,15,0.091,0.57,9,30,230,237,0.23,0.089,4992,250,0.0,0.044,4.7,0.8,0.8,0.2,0.031,0,1.100000024,1.019999981,0.009,0.004,0.037,348,0.62,2096,1450,6,1014,0,0.413,0.201,0,0.078
PUMPKIN,"PUMPKIN,CANNED,WITH SALT",Овощи и фрукты,89.97,1.1,8.09,0.28,34,26,0.107,1.39,23,35,206,241,0.17,0.149,15563,778,0.0,0.056,4.2,1.06,16.0,0.4,0.024,0,2.900000095,3.299999952,0.037,0.015,0.146,4795,0.56,6940,0,10,0,0,0.367,0.4,0,0.054
PUMPKIN,"PUMPKIN,FLOWERS,CKD,BLD,DRND,W/SALT",Овощи и фрукты,95.2,1.09,3.18,0.08,15,37,0.1,0.88,25,34,106,242,0.1,0.0,1734,87,0.0,0.05,5.0,0.04,0.0,0.9,0.018,0,0.899999976,2.400000095,0.01,0.004,0.041,0,0.45,1040,0,13,0,0,0.31,0.0,0,0.032
WATERMELON,"WATERMELON,RAW",Фрукты,91.45,0.61,7.55,0.15,30,7,0.042,0.24,10,11,112,1,0.1,0.038,569,28,0.0,0.045,8.1,0.05,0.1,0.4,0.033,0,0.400000006,6.199999809,0.037,0.05,0.016,0,0.25,303,78,4,8,4532,0.178,0.221,0,0.021
PEANUT BUTTER,"PEANUT BUTTER,CHUNK STYLE,W/SALT",Масло/жир,1.14,24.06,21.57,49.94,589,45,0.578,1.9,160,319,745,486,2.79,1.8,0,0,0.0,0.418,0.0,6.3,0.5,8.2,0.106,0,8.0,8.409999847,24.561,14.798,8.081,0,3.29,0,0,61,0,0,13.696,1.118,0,0.111
PEANUT BUTTER,"PEANUT BUTTER,SMOOTH STYLE,W/ SALT",Масло/жир,1.81,25.09,19.56,50.39,588,43,0.473,1.87,154,358,649,459,2.91,1.466,0,0,0.0,0.543,0.0,8.99,0.6,5.6,0.073,0,6.0,9.220000267,24.216,14.161,10.51,0,3.15,0,0,63,0,0,13.403,1.06,0,0.105
PEANUT BUTTER,"PEANUT BUTTER,SMOOTH,RED FAT",Масло/жир,1.2,25.9,35.65,34.0,520,35,0.58,1.9,170,369,669,540,2.8,1.475,0,0,0.0,0.31,0.0,9.04,0.6,7.5,0.27,0,5.199999809,9.279999733,16.156,9.182,5.76,0,3.25,0,0,63,0,0,14.6,1.066,0,0.06
PEANUT BUTTER,"PEANUT BUTTER,SMOOTH,VIT & MINERAL FORT",Масло/жир,1.47,25.72,18.75,50.81,591,43,1.64,16.6,355,368,667,420,14.4,0.0,3907,1172,0.0,2.23,0.0,43.2,0.6,7.5,0.083,0,5.599999905,10.47000027,24.832,13.847,10.125,0,3.25,0,0,63,0,0,13.369,0.0,1172,0.105
PEANUT BUTTER,"PEANUT BUTTER,CHUNKY,VITAMIN&MINERAL FORT",Масло/жир,1.48,26.06,17.69,51.47,593,45,1.77,17.5,370,316,744,366,15.1,0.0,3907,1172,0.0,2.52,0.0,43.2,0.5,7.5,0.125,0,5.699999809,10.93999958,24.366,14.648,7.972,0,3.3,0,0,61,0,0,13.64,0.0,1172,0.112
PEANUT BUTTER,"PEANUT BUTTER,CHUNK STYLE,WO/SALT",Масло/жир,1.14,24.06,21.57,49.94,589,45,0.578,1.9,160,319,745,17,2.79,1.8,0,0,0.0,0.418,0.0,6.3,0.5,8.2,0.106,0,8.0,8.409999847,24.561,14.798,8.081,0,3.29,0,0,61,0,0,13.696,1.118,0,0.111
PEANUT BUTTER,"PEANUT BUTTER,SMOOTH STYLE,WO/SALT",Масло/жир,1.81,25.09,19.56,50.39,588,43,0.473,1.87,154,358,649,17,2.91,1.466,0,0,0.0,0.543,0.0,8.99,0.6,5.6,0.073,0,6.0,9.220000267,23.713,13.867,10.292,0,3.15,0,0,63,0,0,13.403,1.06,0,0.105
PEANUT BUTTER,"PEANUT BUTTER,RED NA",Масло/жир,1.1,24.0,21.83,49.9,632,41,0.515,1.9,159,317,747,203,2.78,0.0,0,0,0.0,0.45,0.0,9.05,0.6,7.5,0.12,0,6.599999905,9.289999962,23.582,14.363,7.716,0,3.17,0,0,64,0,0,13.69,0.0,0,0.11
PEANUT BUTTER W/ OMEGA-3,"PEANUT BUTTER W/ OMEGA-3,CREAMY",Масло/жир,0.99,24.47,17.0,54.17,608,45,0.476,1.67,191,426,780,356,3.08,1.85,0,0,0.0,0.292,0.0,10.34,0.0,0.0,0.055,0,6.099999905,3.109999895,36.614,6.95,9.691,0,3.37,0,0,94,0,0,12.875,0.87,0,0.087
CEREALS RTE,"CEREALS RTE,KELLOGG,KELLOGG'S ALL-BRAN ORIGINAL",Крупы.,2.12,13.14,74.24,4.9,260,389,1.04,17.6,362,1150,1020,242,12.4,7.41,1747,525,18.8,12.0,20.0,1.24,5.2,9.4,2.27,0,29.29999924,15.68999958,0.67,2.11,0.63,0,5.6,4,0,49,180,0,14.8,1.06,525,2.71
CEREALS RTE,"CEREALS RTE,OATS,CORN PUFFED MIXTURE,PRESWEETENED",Крупы.,1.3,8.5,83.5,4.1,405,30,0.31,8.44,78,208,194,661,4.69,1.88,2344,704,4.69,1.56,0.0,0.06,1.4,13.1,1.17,0,4.099999905,39.0,1.175,1.487,0.8,0,2.5,0,0,23,0,0,15.63,0.514,704,1.33
CEREALS RTE,"CEREALS RTE,KELLOGG,KELLOGG'S APPL JACKS",Крупы.,2.98,4.22,90.04,1.35,390,11,0.094,18.65,21,78,107,443,7.54,0.543,2731,802,6.0,2.525,59.4,0.13,0.5,5.6,1.72,0,1.600000024,41.65000153,0.359,0.496,0.254,20,1.4,31,0,3,448,0,27.025,0.345,799,2.2
CEREALS RTE,"CEREALS RTE,KELLOGG,KELLOGG'S ALL-BRAN BRAN BUDS",Крупы.,3.0,7.0,80.0,2.15,250,63,0.48,15.0,205,500,1000,676,5.0,8.204,1700,511,20.0,6.7,20.0,1.58,0.9,28.9,1.2,0,43.0,27.0,0.5,1.3,0.4,0,7.85,0,0,52,0,0,17.0,1.488,511,1.4
CEREALS RTE,"CEREALS RTE,QUAKER,CAP'N CRUNCH",Крупы.,2.5,4.37,84.78,5.89,402,11,0.15,19.24,54,166,185,748,16.01,0.65,147,7,0.0,2.12,0.0,0.72,0.3,6.5,1.6,0,2.5,43.84000015,0.7,0.79,4.2,43,2.46,66,0,10,986,0,21.28,0.36,0,1.81
CEREALS RTE,"CEREALS RTE,QUAKER,CAP'N CRUNCH W/ CRUNCHBERRIES",Крупы.,2.5,4.41,85.19,5.64,402,14,0.15,19.3,54,166,188,699,16.06,0.64,144,7,0.01,2.13,0.1,0.63,0.5,0.0,1.6,0,2.5,44.72999954,0.72,0.8,3.91,43,2.26,65,0,14,969,0,21.34,0.37,0,1.81
CEREALS RTE,"CEREALS RTE,QUAKER,CAP'N CRUNCH'S PNUT BUTTER CRUNCH",Крупы.,2.5,7.1,78.72,9.16,416,9,0.2,18.36,70,195,237,742,15.29,0.72,151,8,0.0,2.04,0.0,0.69,0.5,0.0,1.53,0,2.700000048,33.11999893,2.63,2.16,4.01,45,2.52,68,0,15,1010,0,20.36,0.48,0,1.73
CEREALS RTE,"CEREALS RTE,GENERAL MILLS,CHEERIOS",Крупы.,3.76,11.33,74.68,5.9,367,408,0.246,31.77,120,435,609,665,15.85,3.391,2888,867,6.2,1.775,24.4,0.68,3.2,28.5,1.932,0,10.10000038,4.019999981,1.917,1.973,0.954,0,4.32,0,0,26,176,0,19.1,1.073,866,1.608
CEREALS RTE,"CEREALS RTE,KELLOGG,KELLOGG'S COCOA KRISPIES",Крупы.,2.81,5.22,86.05,2.9,381,17,0.332,22.2,38,102,197,635,4.8,1.1,1640,492,6.92,3.28,48.4,0.26,0.1,16.1,1.49,0,1.899999976,33.95999908,0.4,0.23,1.99,0,3.02,0,0,9,0,0,16.0,0.249,492,2.27
CEREALS RTE,"CEREALS RTE,RICE,PUFFED,PRESWEETENED,W/ COCOA,SINGLE BRAND",Крупы.,2.9,3.5,87.9,4.2,398,12,0.215,6.21,37,81,146,541,5.17,0.655,2586,776,5.17,1.72,0.0,0.12,0.8,14.0,1.29,0,1.600000024,44.0,0.131,0.128,3.7,0,1.9,0,0,9,0,0,17.24,0.514,776,1.47
CEREALS RTE,"CEREALS RTE,GENERAL MILLS,COOKIE CRISP",Крупы.,2.3,3.33,86.67,5.0,400,333,0.115,15.0,27,133,133,567,12.5,0.959,1667,488,5.0,1.667,20.0,0.88,4.9,7.3,1.25,0,4.0,43.33000183,1.67,0.0,0.0,15,3.18,23,0,12,347,0,16.67,0.446,485,1.42
CEREALS RTE,"CEREALS RTE,QUAKER,QUAKER CRUNCHY BRAN",Крупы.,2.0,6.4,84.11,4.07,333,71,0.16,30.98,61,187,239,872,15.3,0.8,155,8,0.0,2.04,0.0,0.71,0.3,12.0,0.51,0,17.29999924,20.75,0.761,1.204,2.033,46,3.41,70,0,14,943,0,20.39,0.4,0,1.73
CEREALS RTE,"CEREALS RTE,GENERAL MILLS,CORN CHEX",Крупы.,2.5,6.67,85.06,1.67,367,333,0.123,30.0,50,72,150,933,12.5,0.187,1667,455,5.0,1.667,20.0,0.25,0.4,9.7,1.25,0,4.0,10.0,0.381,0.657,0.381,54,4.1,82,0,12,1154,0,16.67,0.373,446,1.42
CEREALS RTE,"CEREALS RTE,KELLOGG,KELLOGG'S CORN FLAKES",Крупы.,3.76,6.61,87.11,0.59,361,4,0.108,29.0,9,37,79,723,0.18,0.164,1791,456,9.47,3.44,22.0,0.13,0.0,8.3,2.13,0,2.5,10.5,0.11,0.32,0.19,19,1.93,162,50,4,339,0,24.4,0.079,440,2.64
CEREALS RTE,"CEREALS RTE,CORN FLAKES,LO NA",Крупы.,3.0,7.7,88.8,0.3,399,43,0.088,2.22,13,49,73,10,0.27,0.082,205,10,0.0,0.063,0.0,0.14,0.3,5.1,0.01,0,1.100000024,6.110000134,0.075,0.129,0.041,61,0.2,93,0,3,1300,0,0.42,0.123,0,0.18
CEREALS RTE,"CEREALS RTE,KELLOGG,KELLOGG'S CRACKLIN' OAT BRAN",Крупы.,3.0,8.0,71.8,13.9,402,60,0.4,3.7,155,397,450,309,3.1,0.2,1531,460,3.1,1.0,31.0,0.56,3.2,10.7,0.8,0,12.69999981,32.0,4.7,3.0,6.1,0,3.3,0,0,32,49,0,10.2,0.0,459,0.9
CEREALS RTE,"CEREALS RTE,RALSTON CRISPY RICE",Крупы.,3.62,6.69,86.22,1.26,364,5,0.149,32.73,23,98,110,763,1.3,1.1,2346,704,5.45,1.937,64.5,0.06,0.0,18.0,2.05,0,0.699999988,7.650000095,0.243,0.293,0.36,0,2.22,0,0,8,0,0,28.967,0.317,704,2.827
CEREALS RTE,"CEREALS RTE,GENERAL MILLS,WHEATIES RAISIN BRAN",Крупы.,7.0,7.0,81.0,1.7,333,0,0.32,13.6,77,255,413,457,13.6,2.624,909,273,5.5,1.82,0.0,0.63,1.4,7.0,1.36,0,9.0,33.0,0.169,0.644,0.4,0,2.71,0,0,16,0,0,18.2,0.651,273,1.55
CEREALS RTE,"CEREALS RTE,KELLOGG'S ALL-BRAN COMPLETE WHEAT FLAKES",Крупы.,3.0,10.0,79.0,2.0,318,52,0.5,62.0,191,479,590,715,52.0,0.0,2586,777,20.7,7.0,207.0,46.35,1.6,10.5,5.2,0,17.5,17.0,0.5,1.1,0.4,0,6.0,0,0,28,171,0,69.0,34.5,775,5.9
CEREALS RTE,"CEREALS RTE,BRAN FLAKES,SINGLE BRAND",Крупы.,3.7,9.4,80.4,2.2,320,56,0.642,27.0,214,508,616,732,5.0,3.568,2500,751,5.0,1.67,0.0,0.85,1.4,10.5,1.25,0,17.60000038,18.89999962,0.295,1.025,0.4,0,4.0,0,0,28,0,0,16.67,0.868,751,1.42
CEREALS RTE,"CEREALS RTE,KELLOGG,KELLOGG'S FROOT LOOPS",Крупы.,3.0,3.4,87.5,4.1,393,78,0.089,14.1,23,64,109,471,4.7,0.56,1610,483,4.7,1.6,47.0,0.1,0.1,5.9,1.2,0,3.099999905,45.0,1.0,1.2,1.9,20,2.0,30,0,10,425,0,15.6,0.347,463,1.3
CEREALS RTE,"CEREALS RTE,RICE,PUFFED,PRESWEETENED,FRUIT FLAV,SINGLE BRAND",Крупы.,3.0,3.6,87.9,3.9,401,5,0.12,6.67,19,58,110,584,5.56,0.609,2778,834,5.56,1.85,0.0,1.38,0.2,15.4,1.39,0,0.699999988,44.0,1.632,1.294,0.9,0,1.6,0,0,8,0,0,18.52,0.562,834,1.57
CEREALS RTE,"CEREALS RTE,GENERAL MILLS,GOLDEN GRAHAMS",Крупы.,2.2,3.33,86.53,3.33,400,333,0.14,15.0,27,133,200,900,12.5,1.376,1667,501,5.0,1.667,20.0,0.73,3.9,5.6,1.25,0,3.299999952,33.33000183,1.67,0.982,0.323,12,4.61,20,0,11,324,0,16.67,0.371,487,1.42
CEREALS RTE,"CEREALS RTE,GRANOLA,HOMEMADE",Крупы.,5.4,14.85,53.25,24.06,489,78,0.635,4.23,175,456,540,25,4.03,4.053,19,1,0.0,0.294,1.2,11.11,8.7,27.8,0.735,0,9.0,20.0,9.527,9.218,4.058,0,2.43,11,0,49,137,0,2.143,1.563,0,0.292
CEREALS RTE,"CEREALS RTE,KRAFT,POST GRAPE-NUTS CRL",Крупы.,3.0,12.48,80.1,1.85,359,39,0.375,38.06,103,302,338,547,5.55,3.236,1769,529,6.33,2.4,0.0,0.64,1.5,9.1,1.002,0,8.800000191,12.60999966,0.261,0.871,0.305,0,2.57,4,0,27,173,0,14.6,0.872,529,0.698
CEREALS RTE,"CEREALS RTE,WHEAT&MALT BARLEY FLAKES",Крупы.,3.2,10.0,81.5,2.9,365,39,0.5,27.93,103,302,340,482,4.14,2.046,2586,776,5.17,1.73,0.0,1.21,1.5,9.6,1.29,0,8.800000191,17.60000038,0.816,1.05,0.6,0,2.4,0,0,29,0,0,17.24,0.626,776,1.47
